"@Lesson","@Sequence","Chinese (traditional)","Chinese (simplified)","pinyin","English","part of speech"
"BLCU Reader Chapter 41","41","導演","导演","dǎoyǎn","to direct/director","V, N"
"BLCU Reader Chapter 41","42","面試","面试","miànshì","to interview","V"
"BLCU Reader Chapter 41","43","通過","通过","tōngguò","to pass; to pass through","V"
"BLCU Reader Chapter 41","44","改變","改变","gǎibiàn","to change","V"
"BLCU Reader Chapter 41","45","損失","损失","sǔnshī","to lose/loss; damage","V, N"
"BLCU Reader Chapter 41","46","號碼","号码","hàomǎ","number","N"
"BLCU Reader Chapter 41","47","之內","之内","zhīnèi","within","N"
"BLCU Reader Chapter 41","48","內","内","nèi","inner; within; inside","N"
"BLCU Reader Chapter 41","49","討論","讨论","tǎolùn","to discuss","V"
"BLCU Reader Chapter 41","50","騙子","骗子","piànzi","swindler","N"
"BLCU Reader Chapter 41","51","騙","骗","piàn","to deceive; to fool","V"
"BLCU Reader Chapter 41","52","歌王","歌王","gēwáng","king of folk songs","N"
"BLCU Reader Chapter 41","53","少數","少数","shǎoshù","small number; minority","N"
"BLCU Reader Chapter 41","54","深","深","shēn","deep","A"
"BLCU Reader Chapter 41","55","創作","创作","chuàngzuò","to create; to write","V"
"BLCU Reader Chapter 41","56","改編","改编","gǎibiān","to adapt; to revise","V"
"BLCU Reader Chapter 41","57","留戀","留恋","liúliàn","to be reluctant to leave (a place); can't bear to part (from sb.)","V"
"BLCU Reader Chapter 41","58","張望","张望","zhāngwàng","to look around","V"
"BLCU Reader Chapter 41","59","石頭","石头","shítou","stone","N"
"BLCU Reader Chapter 41","60","圓","圆","yuán","round","A"
"BLCU Reader Chapter 41","61","西瓜","西瓜","xīguā","watermelon","N"
"BLCU Reader Chapter 41","62","甜","甜","tián","sweet; honeyed","A"
"BLCU Reader Chapter 41","63","辮子","辫子","biànzi","braid; pigtail","N"
"BLCU Reader Chapter 41","64","眼睛","眼睛","yǎnjing","eye","N"
"BLCU Reader Chapter 41","65","王洛賓","王洛宾","wáng luòbīn","Wang Luobin (name of a Chinese musician)","PN"
"BLCU Reader Chapter 41","66","漢族","汉族","hànzú","Han nationality","PN"
"BLCU Reader Chapter 41","67","維吾爾族","维吾尔族","wéiwú'ěrzú","Uygur","PN"
"BLCU Reader Chapter 41","68","哈薩克族","哈萨克族","hāsàkèzú","the Kazak nationality","PN"
"BLCU Reader Chapter 41","69","達阪城","达坂城","dábǎnchéng","Daban City (name of a town in the Xinjiang Uygur Autonomous Region)","PN"
"BLCU Reader Chapter 42","1","樣","样","yáng","foreign","A"
"BLCU Reader Chapter 42","2","農村","农村","nóngcūn","rural area; countryside","N"
"BLCU Reader Chapter 42","3","年夜飯","年夜饭","niányèfàn","family reunion dinner on the lunar New Year's Eve","N"
"BLCU Reader Chapter 42","4","年夜","年夜","niányè","the lunar New Year's Eve","N"
"BLCU Reader Chapter 42","5","健康","健康","jiànkāng","healthy","A"
"BLCU Reader Chapter 42","6","發財","发财","fācái","to get rich; to make a fortune","VO"
"BLCU Reader Chapter 42","7","發","发","fā","to make a fortune","V"
"BLCU Reader Chapter 42","8","財","财","cái","wealth; money","N"
"BLCU Reader Chapter 42","9","萬事如意","万事如意","wàn shì rúyì","realize all one's wishes","IE"
"BLCU Reader Chapter 42","10","反而","反而","fǎn'ér","on the contrary","Adv"
"BLCU Reader Chapter 42","11","嘗","尝","cháng","to taste, to try the flavor","V"
"BLCU Reader Chapter 42","12","紅燒魚","红烧鱼","hóngshāoyú","fish braised in brown sauce","N"
"BLCU Reader Chapter 42","13","紅燒","红烧","hóngshāo","to braise in brown sauce","V"
"BLCU Reader Chapter 42","14","魚","鱼","yú","fish","N"
"BLCU Reader Chapter 42","15","肉","肉","ròu","meat; pork","N"
"BLCU Reader Chapter 42","16","難道","难道","nándào","used in a rhetorical question for emphasis","Adv"
"BLCU Reader Chapter 42","17","發音","发音","fāyīn","to pronounce","VO"
"BLCU Reader Chapter 42","18","結餘","结余","jiéyú","surplus","V, N"
"BLCU Reader Chapter 42","19","餘","余","yú","surplus","V, N"
"BLCU Reader Chapter 42","20","手機","手机","shǒujī","mobile phone","N"
"BLCU Reader Chapter 42","21","餃子","饺子","jiǎozi","dumpling","N"
"BLCU Reader Chapter 42","22","除夕","除夕","chúxī","New Year's Eve","N"
"BLCU Reader Chapter 42","23","守歲","守岁","shǒusuì","to stay up all night on New Year's Eve","VO"
"BLCU Reader Chapter 42","24","隨便","随便","suíbiàn","casual; informal; random","A"
"BLCU Reader Chapter 42","25","放鞭炮","放鞭炮","fàng biānpào","to set off firecrackers","VO"
"BLCU Reader Chapter 42","26","放","放","fàng","to set off","V"
"BLCU Reader Chapter 42","27","鞭炮","鞭炮","biānpào","firecrackers","N"
"BLCU Reader Chapter 42","28","禁止","禁止","jìnzhǐ","to prohibit, to ban","V"
"BLCU Reader Chapter 42","29","怪不得","怪不得","guàibude","no wonder; so that's why","IE"
"BLCU Reader Chapter 42","30","外地","外地","wàidì","parts of the country other than where one is","N"
"BLCU Reader Chapter 42","31","春聯","春联","chūnlián","Spring Festival Couplets","N"
"BLCU Reader Chapter 42","32","窗花","窗花","chuānghuā","paper-cut for window decoration","N"
"BLCU Reader Chapter 42","33","尤其","尤其","yóuqí","especially","Adv"
"BLCU Reader Chapter 42","34","遠親不如近鄰","远亲不如近邻","yuǎn qīn bù rú jìn lín","a close neighbor means more than a distant relative","IE"
"BLCU Reader Chapter 42","35","四合院","四合院","sìhéyuàn","traditional residential compound with houses around a square courtyard","N"
"BLCU Reader Chapter 42","36","院子","院子","yuàn(zi)","courtyard","N"
"BLCU Reader Chapter 42","37","裝","装","zhuāng","to load; to pack","V"
"BLCU Reader Chapter 42","38","卡車","卡车","kǎchē","lorry; truck","N"
"BLCU Reader Chapter 42","39","木頭","木头","mùtou","wood; log","N"
"BLCU Reader Chapter 42","40","水泥","水泥","shuǐní","cement","N"
"BLCU Reader Chapter 42","41","裝修","装修","zhuāngxiū","to fit up; to renovate","V"
"BLCU Reader Chapter 42","42","鄰居","邻居","línjū","neighbor","N"
"BLCU Reader Chapter 42","43","缷","缷","xiè","to unload; to discharge","V"
"BLCU Reader Chapter 42","44","幹活","干活","gànhuó","to work","VO"
"BLCU Reader Chapter 42","45","趟","趟","tàng","measure word for trips","M"
"BLCU Reader Chapter 42","46","笑話","笑话","xiàohua","to laugh at somebody/joke","V, N"
"BLCU Reader Chapter 42","47","猶豫","犹豫","yóuyù","hesitate","A"
"BLCU Reader Chapter 42","48","推","推","tuī","to push","V"
"BLCU Reader Chapter 42","49","小車","小车","xiǎochē","wheelbarrow","N"
"BLCU Reader Chapter 42","50","拍","拍","pāi","to pat","V"
"BLCU Reader Chapter 42","51","連忙","连忙","liánmáng","promptly","Adv"
"BLCU Reader Chapter 42","52","聲","声","shēng","measure word for sounds","M"
"BLCU Reader Chapter 42","53","拜年","拜年","bàinián","to pay a New Year's call","VO"
"BLCU Reader Chapter 42","54","花生","花生","huāshēng","peanut","N"
"BLCU Reader Chapter 42","55","梨","梨","lí","pear","N"
"BLCU Reader Chapter 42","56","杏兒","杏儿","xìngr","apricot","N"
"BLCU Reader Chapter 42","57","壓歲錢","压岁钱","yāsuìqián","money given to children as a lunar New Year gift","N"
"BLCU Reader Chapter 42","58","年底","年底","niándǐ","the end of the year","N"
"BLCU Reader Chapter 42","59","富","富","fù","rich","A"
"BLCU Reader Chapter 42","60","小康","小康","xiǎokāng","relatively comfortable life","A"
"BLCU Reader Chapter 42","61","山溝","山沟","shāngōu","remote mountainous area","N"
"BLCU Reader Chapter 42","62","彩電","彩电","cǎidiàn","color television","N"
"BLCU Reader Chapter 42","63","農業","农业","nóngyè","agriculture","N"
"BLCU Reader Chapter 42","64","養蜂","养蜂","yǎng fēng","to raise or keep bees","VO"
"BLCU Reader Chapter 42","65","蜂蜜","蜂蜜","fēngmì","honey","N"
"BLCU Reader Chapter 42","66","缺","缺","quē","to be short of sth.; to lack sth.","V"
"BLCU Reader Chapter 43","1","仍然","仍然","réngrán","still; yet","Adv"
"BLCU Reader Chapter 43","2","而","而","ér","used to express coordination","Conj"
"BLCU Reader Chapter 43","3","長衫","长衫","chángshān","long gown","N"
"BLCU Reader Chapter 43","4","惟一","惟一","wéiyī","only; sole","A"
"BLCU Reader Chapter 43","5","當時","当时","dāngshí","then; at that time","N"
"BLCU Reader Chapter 43","6","讀書人","读书人","dúshūrén","scholar","N"
"BLCU Reader Chapter 43","7","做工","做工","zuògōng","to do manual work; to work","VO"
"BLCU Reader Chapter 43","8","窮人","穷人","qióngrén","poor person; the poor","N"
"BLCU Reader Chapter 43","9","窮","穷","qióng","poor","A"
"BLCU Reader Chapter 43","10","擺架子","摆架子","bǎi jiàzi","to put on airs","VO"
"BLCU Reader Chapter 43","11","架子","架子","jiàzi","airs; haughty manner","N"
"BLCU Reader Chapter 43","12","理解","理解","lǐjiě","to understand; to comprehend","VO"
"BLCU Reader Chapter 43","13","那麼","那么","nàme","then; in that case","Conj"
"BLCU Reader Chapter 43","14","諷刺","讽刺","fěngcì","to satirize","V"
"BLCU Reader Chapter 43","15","揭露","揭露","jiēlù","to expose","V"
"BLCU Reader Chapter 43","16","解釋","解释","jiěshì","to explain","V"
"BLCU Reader Chapter 43","17","節目","节目","jiémù","program","N"
"BLCU Reader Chapter 43","18","相聲","相声","xiàngsheng","comic dialoge; crosstalk","N"
"BLCU Reader Chapter 43","19","個子","个子","gèzi","height; stature","N"
"BLCU Reader Chapter 43","20","頭髮","头发","tóufa","(human) hair","N"
"BLCU Reader Chapter 43","21","破","破","pò","broken; worn-out","A"
"BLCU Reader Chapter 43","22","櫃檯","柜台","guìtái","counter","N"
"BLCU Reader Chapter 43","23","伙計","伙计","huǒji","(old word) shop assistant","N"
"BLCU Reader Chapter 43","24","寫法","写法","xiěfǎ","style of handwriting; the way of writing","N"
"BLCU Reader Chapter 43","25","可惜","可惜","kěxī","pitiful","A"
"BLCU Reader Chapter 43","26","孔乙己","孔乙己","kǒng yǐjǐ","Kong Yiji (name of a character in the Lu Xun's short story)","PN"
"BLCU Reader Chapter 43","27","魯迅","鲁迅","lǔ xùn","Lu Xun (a well-known modern Chinese writer)","PN"
"BLCU Reader Chapter 43","28","咸亨酒店","咸亨酒店","xiánhēng jiǔdiàn","Xianhen Bar","PN"
"BLCU Reader Chapter 43","29","酒店","酒店","jiǔdiàn","bar; restaurant; hotel","N"
"BLCU Reader Chapter 43","30","阿Q正傳","阿Q正传","āku zhèngzhuàn","The True Story of Ah Q","PN"
"BLCU Reader Chapter 43","31","日記","日记","rìjì","diary","N"
"BLCU Reader Chapter 43","32","話劇","话剧","huàjù","stage play; modern drama","N"
"BLCU Reader Chapter 43","33","電視劇","电视剧","diànshìjù","television play; television series","N"
"BLCU Reader Chapter 43","34","還是","还是","háishi","had better","Adv"
"BLCU Reader Chapter 43","35","作家","作家","zuòjiā","writer","N"
"BLCU Reader Chapter 43","36","資料","资料","zīliào","data; material","N"
"BLCU Reader Chapter 43","37","遺憾","遗憾","yíhàn","regretful","A"
"BLCU Reader Chapter 43","38","組織","组织","zǔzhī","to organize","V"
"BLCU Reader Chapter 43","39","寶庫","宝库","bǎokù","treasure-house","N"
"BLCU Reader Chapter 43","40","講解員","讲解员","jiǎngjiěyuán","guide; narrator","N"
"BLCU Reader Chapter 43","41","講解","讲解","jiǎngjiě","to explain","V"
"BLCU Reader Chapter 43","42","時代","时代","shídài","times; era; epoch","N"
"BLCU Reader Chapter 43","43","銅把手","铜把手","tóng bǎshou","bronze handle","NP"
"BLCU Reader Chapter 43","44","銅","铜","tóng","copper","N"
"BLCU Reader Chapter 43","45","把手","把手","bǎshou","handle (of a door, window, suitcase, etc.)","N"
"BLCU Reader Chapter 43","46","…似的","…似的","…shìde","a particle indicating similarity","Pt"
"BLCU Reader Chapter 43","47","模型","模型","móxíng","model","N"
"BLCU Reader Chapter 43","48","巴金","巴金","bā jīn","Ba Jin (a well-known modern Chinese writer)","PN"
"BLCU Reader Chapter 43","49","老捨","老舍","lǎo shě","Lao She (a well-known modern Chinese writer)","PN"
"BLCU Reader Chapter 43","50","伯父","伯父","bófù","uncle (father's elder brother)","N"
"BLCU Reader Chapter 43","51","在世","在世","zàishì","be living; exist","A"
"BLCU Reader Chapter 43","52","鼻子","鼻子","bízi","nose","N"
"BLCU Reader Chapter 43","53","鬍子","胡子","húzi","beard; moustache or whiskers","N"
"BLCU Reader Chapter 43","54","直","直","zhí","straight","A"
"BLCU Reader Chapter 43","55","扁","扁","biǎn","flat","A"
"BLCU Reader Chapter 43","56","碰壁","碰壁","pèngbì","to run up against a stone wall","VO"
"BLCU Reader Chapter 43","57","碰","碰","pèng","to touch; to bump","V"
"BLCU Reader Chapter 43","58","壁","壁","bì","wall","N"
"BLCU Reader Chapter 43","59","小心","小心","xiǎoxīn","careful; to take care; to be careful","A, V"
"BLCU Reader Chapter 43","60","硬","硬","yìng","hard; solid","A"
"BLCU Reader Chapter 43","61","拉車","拉车","lā chē","to pull a card or rickshaw","VO"
"BLCU Reader Chapter 43","62","呻吟","呻吟","shēnyín","to groan; to moan","V"
"BLCU Reader Chapter 43","63","玻璃","玻璃","bōli","glass","N"
"BLCU Reader Chapter 43","64","扎","扎","zhā","to prick; to stick into","V"
"BLCU Reader Chapter 43","65","腳心","脚心","jiǎoxīn","the underside of the arch (of the foot); arch","N"
"BLCU Reader Chapter 43","66","紗布","纱布","shābù","bandage; gauze","N"
"BLCU Reader Chapter 43","67","剩","剩","shèng","to be left over; to remain","V"
"BLCU Reader Chapter 43","68","眼鏡","眼镜","yǎnjìng","glasses; spectacles","N"
"BLCU Reader Chapter 44","1","精","精","jīng","smart, shrewd","A"
"BLCU Reader Chapter 44","2","睡衣","睡衣","shuìyī","night attire, pyjamas","N"
"BLCU Reader Chapter 44","3","繡花","绣花","xiùhuā","to embroider","VO"
"BLCU Reader Chapter 44","4","繡","绣","xiù","to embroider","VO"
"BLCU Reader Chapter 44","5","熊貓","熊猫","xióngmāo","panda","N"
"BLCU Reader Chapter 44","6","熊","熊","xióng","bear","N"
"BLCU Reader Chapter 44","7","貓","猫","māo","cat","N"
"BLCU Reader Chapter 44","8","眼睛","眼睛","yǎnjing","eye","N"
"BLCU Reader Chapter 44","9","圓","圆","yuán","round","A"
"BLCU Reader Chapter 44","10","適合","适合","shìhé","to suit; to fit","VO"
"BLCU Reader Chapter 44","11","價錢","价钱","jiàqián","price","N"
"BLCU Reader Chapter 44","12","價","价","jià","price","N"
"BLCU Reader Chapter 44","13","相信","相信","xiāngxìn","to believe in; to trust","V"
"BLCU Reader Chapter 44","14","梳子","梳子","shūzi","comb","N"
"BLCU Reader Chapter 44","15","梳","梳","shū","to comb","V"
"BLCU Reader Chapter 44","16","鏡子","镜子","jìngzi","mirror; looking glass","N"
"BLCU Reader Chapter 44","17","挑選","挑选","tiāoxuǎn","to choose; to select","V"
"BLCU Reader Chapter 44","18","挑","挑","tiāo","to choose; to pick","V"
"BLCU Reader Chapter 44","19","選","选","xuǎn","to select; to elect","V"
"BLCU Reader Chapter 44","20","貨","货","huò","goods; commodity","N"
"BLCU Reader Chapter 44","21","質量","质量","zhìliàng","quality","N"
"BLCU Reader Chapter 44","22","直接","直接","zhíjiē","direct","A"
"BLCU Reader Chapter 44","23","直","直","zhí","straight","A"
"BLCU Reader Chapter 44","24","工廠","工厂","gōngchǎng","factory; mill; plant","N"
"BLCU Reader Chapter 44","25","遍","遍","biàn","all over, everywhere","A"
"BLCU Reader Chapter 44","26","砍價","砍价","kǎnjià","to bargain","VO"
"BLCU Reader Chapter 44","27","砍","砍","kǎn","to cut, to chop","V"
"BLCU Reader Chapter 44","28","厲害","厉害","lìhai","terrible; formidable; serious","A"
"BLCU Reader Chapter 44","29","賺","赚","zhuàn","to make a profit; to gain; to earn","V"
"BLCU Reader Chapter 44","30","賠本","赔本","péiběn","to sustain a loss in business","VO"
"BLCU Reader Chapter 44","31","賠","赔","péi","to stand a loss; to compensate","V"
"BLCU Reader Chapter 44","32","本","本","běn","capital; principal","N"
"BLCU Reader Chapter 44","33","藍","蓝","lán","blue","A"
"BLCU Reader Chapter 44","34","胖","胖","pàng","fat; stout","A"
"BLCU Reader Chapter 44","35","阿姨","阿姨","āyí","term of address for any woman of one's mother's generation; auntie","N"
"BLCU Reader Chapter 44","36","文具店","文具店","wénjùdiàn","stationary shop","N"
"BLCU Reader Chapter 44","37","文具","文具","wénjù","stationary shop","N"
"BLCU Reader Chapter 44","38","下崗","下岗","xiàgǎng","to be laid off","VO"
"BLCU Reader Chapter 44","39","失去","失去","shīqù","to lose","V"
